http://www.zotero.org/styles/american-journal-of-translational-research,American Journal of Translational Research,-,1943-8141,0,in-text,numeric,en-US,medicine|biology
http://www.zotero.org/styles/american-marketing-association,American Marketing Association,-,-,4,in-text,author-date,en-US,social_science|communications
http://www.zotero.org/styles/american-medical-association-alphabetical,American Medical Association (sorted alphabetically),-,-,4,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-medical-association-no-et-al,American Medical Association (no "et al."),-,-,4,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-medical-association-no-url,American Medical Association (no URL),-,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-medical-association,American Medical Association,-,-,242,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-meteorological-society,American Meteorological Society,-,-,12,in-text,author-date,en-US,geography
http://www.zotero.org/styles/american-mineralogist,American Mineralogist,0003-004X,-,0,in-text,author-date,en-US,geology
http://www.zotero.org/styles/american-physics-society,American Physics Society,-,-,5,in-text,numeric,en-US,physics
http://www.zotero.org/styles/american-physiological-society,American Physiological Society,-,-,12,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-phytopathological-society,American Phytopathological Society,-,-,2,in-text,author-date,en-US,
http://www.zotero.org/styles/american-political-science-association,American Political Science Association,-,-,2,in-text,author-date,-,political_science
http://www.zotero.org/styles/american-society-for-microbiology,American Society for Microbiology,-,-,18,in-text,numeric,en-US,biology
http://www.zotero.org/styles/american-society-for-pharmacology-and-experimental-therapeutics,American Society for Pharmacology and Experimental Therapeutics,-,-,4,in-text,author-date,en-US,medicine
http://www.zotero.org/styles/american-society-of-civil-engineers,American Society of Civil Engineers,-,-,36,in-text,author-date,en-US,engineering
http://www.zotero.org/styles/american-society-of-mechanical-engineers,American Society of Mechanical Engineers,-,-,26,in-text,numeric,en-US,engineering
http://www.zotero.org/styles/american-sociological-association,American Sociological Association,-,-,11,in-text,author-date,-,sociology
http://www.zotero.org/styles/american-veterinary-medical-association,American Veterinary Medical Association,-,-,2,in-text,numeric,en-US,medicine|biology
http://www.zotero.org/styles/amphibia-reptilia,Amphibia-Reptilia,0173-5373,1568-5381,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/anabases,Anabases (French),1774-4296,2256-9421,0,note,note,fr-FR,history|anthropology
http://www.zotero.org/styles/analytical-sciences,Analytical Sciences,0910-6340,1348-2246,0,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/anesthesia-and-analgesia,Anesthesia and Analgesia,0003-2999,1526-7598,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/anesthesiology,Anesthesiology,0003-3022,1528-1175,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/angewandte-chemie,Angewandte Chemie International Edition,1433-7851,1521-3773,0,in-text,numeric,en-US,engineering|chemistry
http://www.zotero.org/styles/angiologia,Angiologia (Spanish),0003-3170,-,0,in-text,numeric,es-ES,medicine
http://www.zotero.org/styles/animal-migration,Animal Migration,-,2084-8838,0,in-text,numeric,en-US,biology|zoology
http://www.zotero.org/styles/animal-welfare,Animal Welfare,0962-7286,-,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/annalen-des-naturhistorischen-museums-in-wien,Annalen des Naturhistorischen Museums in Wien,-,-,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/annales,Annales. Histoire, Sciences sociales (French),0395-2649,-,0,note,note,fr-FR,social_science
http://www.zotero.org/styles/annals-of-applied-biology,Annals of Applied Biology,0003-4746,1744-7348,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/annals-of-behavioral-medicine,Annals of Behavioral Medicine,0883-6612,1532-4796,0,in-text,numeric,en-US,medicine|psychology
http://www.zotero.org/styles/annals-of-biomedical-engineering,Annals of Biomedical Engineering,0090-6964,1573-9686,0,in-text,numeric,en-US,science|medicine
http://www.zotero.org/styles/annals-of-botany,Annals of Botany,0305-7364,1095-8290,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/annals-of-neurology,Annals of Neurology,0364-5134,1531-8249,0,in-text,numeric,en-US,biology|medicine
http://www.zotero.org/styles/annals-of-oncology,Annals of Oncology,0923-7534,1569-8041,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/annals-of-the-association-of-american-geographers,Annals of the Association of American Geographers,0004-5608,1467-8306,0,in-text,author-date,en-US,geography
http://www.zotero.org/styles/annual-review-of-astronomy-and-astrophysics,Annual Review of Astronomy and Astrophysics,0066-4146,1545-4282,0,in-text,author-date,en-US,astronomy|physics
http://www.zotero.org/styles/annual-review-of-medicine,Annual Review of Medicine,0066-4219,1545-326X,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/annual-review-of-nuclear-and-particle-science,Annual Review of Nuclear and Particle Science,0163-8998,1545-4134,0,in-text,numeric,en-US,physics
http://www.zotero.org/styles/annual-reviews-alphabetical,Annual Reviews (sorted alphabetically),-,-,9,in-text,numeric,en-US,generic-base
http://www.zotero.org/styles/annual-reviews-author-date,Annual Reviews (author-date),-,-,17,in-text,author-date,en-US,generic-base
http://www.zotero.org/styles/annual-reviews-without-titles,Annual Reviews (sorted by order of appearance, without titles),-,-,1,in-text,numeric,en-US,generic-base
http://www.zotero.org/styles/annual-reviews,Annual Reviews (sorted by order of appearance),-,-,14,in-text,numeric,en-US,generic-base
http://www.zotero.org/styles/antarctic-science,Antarctic Science,0954-1020,1365-2079,0,in-text,author-date,en-US,geography
http://www.zotero.org/styles/anticancer-research,Anticancer Research,0250-7005,1791-7530,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/antiquity,Antiquity,0003-598X,-,0,in-text,author-date,en-GB,anthropology
http://www.zotero.org/styles/apa-5th-edition,American Psychological Association 5th edition,-,-,1,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-annotated-bibliography,American Psychological Association 6th edition (annotated bibliography with abstract),-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-cv,American Psychological Association 6th edition (curriculum vitae, sorted by descending date),-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-fr-provost,American Psychological Association 6th edition (Provost) (French - Canada),-,-,1,in-text,author-date,fr-FR,psychology|generic-base
http://www.zotero.org/styles/apa-no-ampersand,American Psychological Association 6th edition (no ampersand),-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-no-doi-no-issue,American Psychological Association 6th edition (no DOIs, no issue numbers),-,-,1,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-old-doi-prefix,American Psychological Association 6th edition ("doi:" DOI prefix),-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-single-spaced,American Psychological Association 6th edition (single-spaced bibliography),-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-tr,American Psychological Association 6th edition (Turkish),-,-,0,in-text,author-date,tr-TR,psychology|generic-base
http://www.zotero.org/styles/apa,American Psychological Association 6th edition,-,-,699,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/applied-spectroscopy-reviews,Applied Spectroscopy Reviews,0570-4928,1520-569X,0,in-text,numeric,en-GB,science
http://www.zotero.org/styles/applied-spectroscopy,Applied Spectroscopy,0003-7028,1943-3530,0,in-text,numeric,en-US,chemistry|science
http://www.zotero.org/styles/aquatic-conservation,Aquatic Conservation: Marine and Freshwater Ecosystems,1052-7613,1099-0755,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/aquatic-invasions,Aquatic Invasions,-,1818-5487,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/aquatic-living-resources,Aquatic Living Resources,0990-7440,1765-2952,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/arachne,Arachne,1613-2688,-,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/arachnology,Arachnology,2050-9928,2050-9936,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/archaeometry,Archaeometry,-,1475-4754,0,in-text,author-date,en-US,
http://www.zotero.org/styles/archeologie-medievale,Archéologie médiévale (French),0153-9337,-,0,note,note,fr-FR,history|anthropology
http://www.zotero.org/styles/archeologies-et-sciences-de-lantiquite,Archéologies et Sciences de l'Antiquité (French),-,-,0,note,note,fr-FR,humanities
http://www.zotero.org/styles/archiv-fur-die-civilistische-praxis,Archiv für die civilistische Praxis (German),0003-8997,1868-7113,0,note,note,de-DE,law
http://www.zotero.org/styles/archiv-fur-geschichte-der-philosophie,Archiv für Geschichte der Philosophie,0003-9101,1613-0650,0,in-text,author-date,en-US,philosophy
http://www.zotero.org/styles/archives-of-physical-medicine-and-rehabilitation,Archives of Physical Medicine and Rehabilitation,0003-9993,1532-821X,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/archivos-de-la-sociedad-espanola-de-oftalmologia,Archivos de la Sociedad Española de Oftalmología (Spanish),0365-6691,1989-7286,0,in-text,numeric,es-ES,medicine
http://www.zotero.org/styles/archivum-latinitatis-medii-aevi,Archivum Latinitatis Medii Aevi (French),0994-8090,-,0,note,note,fr-FR,
http://www.zotero.org/styles/arctic-antarctic-and-alpine-research,Arctic, Antarctic, and Alpine Research,1523-0430,0003-0031,0,in-text,author-date,en-GB,geology
http://www.zotero.org/styles/art-history,Art History,0141-6790,1467-8365,0,note,note,en-US,history
http://www.zotero.org/styles/artery-research,Artery Research,1872-9312,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/arthritis-and-rheumatism,Arthritis & Rheumatism,0004-3591,1529-0131,1,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/arzneimitteltherapie,Arzneimitteltherapie,0723-6913,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/asa-cssa-sssa,American Society of Agronomy, Crop Science Society of America, Soil Science Society of America,-,-,5,in-text,author-date,en-US,biology
http://www.zotero.org/styles/asaio-journal,ASAIO Journal (American Society for Artificial Internal Organs),1058-2916,1538-943X,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/asia-and-the-pacific-policy-studies,Asia & the Pacific Policy Studies,-,2050-2680,0,in-text,author-date,en-US,social_science
http://www.zotero.org/styles/asian-studies-review,Asian Studies Review,1035-7823,1467-8403,0,in-text,author-date,en-GB,social_science
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-eceme,Associação Brasileira de Normas Técnicas - Escola de Comando e Estado-Maior do Exército (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ipea,Associação Brasileira de Normas Técnicas - Instituto de Pesquisa Econômica Aplicada (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-note,Associação Brasileira de Normas Técnicas (note, Portuguese - Brazil),-,-,0,note,note,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufjf,Associação Brasileira de Normas Técnicas - Universidade Federal de Juiz de Fora (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufmg-face-full,Associação Brasileira de Normas Técnicas - Universidade Federal de Minas Gerais - FACE (Autoria completa. Exemplo: MENDES, José) (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufmg-face-initials,Associação Brasileira de Normas Técnicas - Universidade Federal de Minas Gerais - FACE (Autoria abreviada. Exemplo: MENDES, J.) (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufpr,Associação Brasileira de Normas Técnicas - Universidade Federal do Paraná (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufrgs,Associação Brasileira de Normas Técnicas - Universidade Federal do Rio Grande do Sul (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufs,Associação Brasileira de Normas Técnicas - Universidade Federal de Sergipe (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-usp-fmvz,Associação Brasileira de Normas Técnicas - Faculdade de Medicina Veterinária e Zootecnia - USP (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,medicine
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas,Associação Brasileira de Normas Técnicas (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-nacional-de-pesquisa-e-ensino-em-transportes,ANPET - Congresso de Pesquisa e Ensino em Transportes (Portuguese - Brazil),-,-,0,in-text,author-date,pt-BR,
http://www.zotero.org/styles/association-de-science-regionale-de-langue-francaise,Association de Science Régionale de Langue Française (French),-,-,0,in-text,author-date,fr-FR,social_science|geography
http://www.zotero.org/styles/association-for-computational-linguistics,Association for Computational Linguistics - Conference Proceedings,-,-,0,in-text,author-date,en-US,engineering|linguistics
http://www.zotero.org/styles/association-for-computing-machinery,Association for Computing Machinery,-,-,41,in-text,author-date,en-US,engineering
http://www.zotero.org/styles/atencion-primaria,Atencion Primaria (Spanish),0212-6567,1578-1275,0,in-text,numeric,es-ES,medicine
http://www.zotero.org/styles/ausonius-editions,Ausonius Éditions (French),-,-,0,note,note,fr-FR,history
http://www.zotero.org/styles/austral-ecology,Austral Ecology,1442-9985,1442-9993,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/australian-critical-care,Australian Critical Care,1036-7314,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/australian-guide-to-legal-citation,Australian Guide to Legal Citation,-,-,0,note,note,en-GB,law
http://www.zotero.org/styles/australian-historical-studies,Australian Historical Studies,1031-461X,1940-5049,0,note,note,en-GB,
http://www.zotero.org/styles/australian-journal-of-earth-sciences,Australian Journal of Earth Sciences,0812-0099,1440-0952,0,in-text,author-date,en-GB,geology
http://www.zotero.org/styles/australian-journal-of-grape-and-wine-research,Australian Journal of Grape and Wine Research,1322-7130,1755-0238,0,in-text,author-date,en-US,chemistry
http://www.zotero.org/styles/australian-veterinary-journal,Australian Veterinary Journal,0005-0423,1751-0813,0,in-text,numeric,en-US,medicine|zoology
http://www.zotero.org/styles/austrian-legal,Austrian Legal (German - Austria),-,-,0,note,note,de-AT,law
http://www.zotero.org/styles/avian-conservation-and-ecology,Avian Conservation and Ecology,-,1712-6568,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/avian-diseases,Avian Diseases,0005-2086,1938-4351,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/avian-pathology,Avian Pathology,0307-9457,1465-3338,0,in-text,author-date,en-US,zoology|medicine
http://www.zotero.org/styles/aviation-space-and-environmental-medicine,Aviation, Space, and Environmental Medicine,0095-6562,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/babes-bolyai-university-faculty-of-orthodox-theology,Babes-Bolyai University - Faculty of Orthodox Theology (Romanian),-,-,0,note,note,ro-RO,theology
http://www.zotero.org/styles/beltz-padagogik,Beltz - Pädagogik (German),-,-,0,in-text,author-date,de-DE,humanities
http://www.zotero.org/styles/bibtex,BibTeX generic citation style,-,-,0,in-text,author-date,en-US,generic-base
http://www.zotero.org/styles/bioarchaeology-international,Bioarchaeology International,2472-8349,2472-8357,0,in-text,author-date,en-US,anthropology
http://www.zotero.org/styles/bioarchaeology-of-the-near-east,Bioarchaeology of the Near East,1898-9403,1899-962X,0,in-text,author-date,en-US,anthropology
http://www.zotero.org/styles/biochemical-journal,Biochemical Journal,0264-6021,1470-8728,0,in-text,numeric,en-US,biology|chemistry
http://www.zotero.org/styles/biochemical-society-transactions,Biochemical Society Transactions,0300-5127,1470-8752,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/biochemistry-and-molecular-biology-education,Biochemistry and Molecular Biology Education,1470-8175,1539-3429,0,in-text,numeric,en-GB,biology
http://www.zotero.org/styles/biochemistry,Biochemistry,0006-2960,1520-4995,5,in-text,numeric,en-US,biology
http://www.zotero.org/styles/biochimica-et-biophysica-acta,Biochimica et Biophysica Acta,-,-,0,in-text,numeric,en-US,medicine|biology|chemistry
http://www.zotero.org/styles/bioelectromagnetics,Bioelectromagnetics,0197-8462,1521-186X,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/bioessays,BioEssays,0265-9247,1521-1878,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/bioinformatics,Bioinformatics,1367-4803,1460-2059,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/biologia,Biologia,0006-3088,1336-9563,0,in-text,author-date,en-US,biology|botany|zoology
http://www.zotero.org/styles/biological-and-pharmaceutical-bulletin,Biological and Pharmaceutical Bulletin,0918-6158,1347-5215,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/biological-journal-of-the-linnean-society,Biological Journal of the Linnean Society,0024-4066,1095-8312,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/biological-psychiatry,Biological Psychiatry,0006-3223,1873-2402,0,in-text,author-date,en-US,psychology|medicine
http://www.zotero.org/styles/biological-reviews,Biological Reviews,1464-7931,1469-185X,0,in-text,author-date,en-GB,biology|zoology|botany
http://www.zotero.org/styles/biology-of-reproduction,Biology of Reproduction,0006-3363,1529-7268,0,in-text,numeric,en-GB,medicine
http://www.zotero.org/styles/biomed-central,BioMed Central,-,-,0,in-text,numeric,en-US,medicine|biology
http://www.zotero.org/styles/biomed-research-international,BioMed Research International,-,-,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/biometrics,Biometrics,0006-341X,1541-0420,0,in-text,author-date,en-US,social_science
http://www.zotero.org/styles/bioorganic-and-medicinal-chemistry-letters,Bioorganic & Medicinal Chemistry Letters,0960-894X,1464-3405,0,in-text,numeric,en-US,chemistry
