Id,issn,eissn,#depend,class,format,lang,disciplines
http://www.zotero.org/styles/american-chemical-society-with-titles-doi-no-et-al,-,-,2,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/american-chemical-society-with-titles-no-et-al,-,-,12,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/american-chemical-society-with-titles-page-first,-,-,1,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/american-chemical-society-with-titles-sentence-case-doi,-,-,5,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/american-chemical-society-with-titles-sentence-case,-,-,4,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/american-chemical-society-with-titles,-,-,6,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/american-chemical-society,-,-,12,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/american-fisheries-society,-,-,6,in-text,author-date,en-US,biology
http://www.zotero.org/styles/american-geophysical-union,-,-,20,in-text,author-date,en-US,geology
http://www.zotero.org/styles/american-heart-association,-,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-institute-of-aeronautics-and-astronautics,-,-,7,in-text,numeric,en-US,engineering
http://www.zotero.org/styles/american-institute-of-physics,-,-,17,in-text,numeric,en-US,physics
http://www.zotero.org/styles/american-journal-of-agricultural-economics,0002-9092,1467-8276,0,in-text,author-date,en-US,science
http://www.zotero.org/styles/american-journal-of-archaeology,0002-9114,1939-828X,0,note,note,en-US,anthropology
http://www.zotero.org/styles/american-journal-of-botany,0002-9122,1537-2197,0,in-text,author-date,en-US,biology|botany|science
http://www.zotero.org/styles/american-journal-of-climate-change,2167-9495,2167-9509,0,in-text,numeric,en-US,science
http://www.zotero.org/styles/american-journal-of-clinical-pathology,0002-9173,1943-7722,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-journal-of-epidemiology,0002-9262,1476-6256,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-journal-of-health-behavior,1945-7359,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-journal-of-medical-genetics,-,-,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/american-journal-of-neuroradiology,0195-6108,1936-959X,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-journal-of-orthodontics-and-dentofacial-orthopedics,0889-5406,1097-6752,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-journal-of-plant-sciences,2158-2742,2158-2750,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/american-journal-of-political-science,0092-5853,1540-5907,0,in-text,author-date,en-US,political_science
http://www.zotero.org/styles/american-journal-of-respiratory-and-critical-care-medicine,1073-449X,1535-4970,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-journal-of-science,0002-9599,1945-452x,0,in-text,author-date,en-US,geology
http://www.zotero.org/styles/american-journal-of-surgical-pathology,0147-5185,1532-0979,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-journal-of-translational-research,-,1943-8141,0,in-text,numeric,en-US,medicine|biology
http://www.zotero.org/styles/american-marketing-association,-,-,4,in-text,author-date,en-US,social_science|communications
http://www.zotero.org/styles/american-medical-association-alphabetical,-,-,4,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-medical-association-no-et-al,-,-,4,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-medical-association-no-url,-,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-medical-association,-,-,242,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-meteorological-society,-,-,12,in-text,author-date,en-US,geography
http://www.zotero.org/styles/american-mineralogist,0003-004X,-,0,in-text,author-date,en-US,geology
http://www.zotero.org/styles/american-physics-society,-,-,5,in-text,numeric,en-US,physics
http://www.zotero.org/styles/american-physiological-society,-,-,12,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/american-phytopathological-society,-,-,2,in-text,author-date,en-US,
http://www.zotero.org/styles/american-political-science-association,-,-,2,in-text,author-date,-,political_science
http://www.zotero.org/styles/american-society-for-microbiology,-,-,18,in-text,numeric,en-US,biology
http://www.zotero.org/styles/american-society-for-pharmacology-and-experimental-therapeutics,-,-,4,in-text,author-date,en-US,medicine
http://www.zotero.org/styles/american-society-of-civil-engineers,-,-,36,in-text,author-date,en-US,engineering
http://www.zotero.org/styles/american-society-of-mechanical-engineers,-,-,26,in-text,numeric,en-US,engineering
http://www.zotero.org/styles/american-sociological-association,-,-,11,in-text,author-date,-,sociology
http://www.zotero.org/styles/american-veterinary-medical-association,-,-,2,in-text,numeric,en-US,medicine|biology
http://www.zotero.org/styles/amphibia-reptilia,0173-5373,1568-5381,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/anabases,1774-4296,2256-9421,0,note,note,fr-FR,history|anthropology
http://www.zotero.org/styles/analytical-sciences,0910-6340,1348-2246,0,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/anesthesia-and-analgesia,0003-2999,1526-7598,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/anesthesiology,0003-3022,1528-1175,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/angewandte-chemie,1433-7851,1521-3773,0,in-text,numeric,en-US,engineering|chemistry
http://www.zotero.org/styles/angiologia,0003-3170,-,0,in-text,numeric,es-ES,medicine
http://www.zotero.org/styles/animal-migration,-,2084-8838,0,in-text,numeric,en-US,biology|zoology
http://www.zotero.org/styles/animal-welfare,0962-7286,-,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/annalen-des-naturhistorischen-museums-in-wien,-,-,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/annales,0395-2649,-,0,note,note,fr-FR,social_science
http://www.zotero.org/styles/annals-of-applied-biology,0003-4746,1744-7348,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/annals-of-behavioral-medicine,0883-6612,1532-4796,0,in-text,numeric,en-US,medicine|psychology
http://www.zotero.org/styles/annals-of-biomedical-engineering,0090-6964,1573-9686,0,in-text,numeric,en-US,science|medicine
http://www.zotero.org/styles/annals-of-botany,0305-7364,1095-8290,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/annals-of-neurology,0364-5134,1531-8249,0,in-text,numeric,en-US,biology|medicine
http://www.zotero.org/styles/annals-of-oncology,0923-7534,1569-8041,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/annals-of-the-association-of-american-geographers,0004-5608,1467-8306,0,in-text,author-date,en-US,geography
http://www.zotero.org/styles/annual-review-of-astronomy-and-astrophysics,0066-4146,1545-4282,0,in-text,author-date,en-US,astronomy|physics
http://www.zotero.org/styles/annual-review-of-medicine,0066-4219,1545-326X,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/annual-review-of-nuclear-and-particle-science,0163-8998,1545-4134,0,in-text,numeric,en-US,physics
http://www.zotero.org/styles/annual-reviews-alphabetical,-,-,9,in-text,numeric,en-US,generic-base
http://www.zotero.org/styles/annual-reviews-author-date,-,-,17,in-text,author-date,en-US,generic-base
http://www.zotero.org/styles/annual-reviews-without-titles,-,-,1,in-text,numeric,en-US,generic-base
http://www.zotero.org/styles/annual-reviews,-,-,14,in-text,numeric,en-US,generic-base
http://www.zotero.org/styles/antarctic-science,0954-1020,1365-2079,0,in-text,author-date,en-US,geography
http://www.zotero.org/styles/anticancer-research,0250-7005,1791-7530,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/antiquity,0003-598X,-,0,in-text,author-date,en-GB,anthropology
http://www.zotero.org/styles/apa-5th-edition,-,-,1,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-annotated-bibliography,-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-cv,-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-fr-provost,-,-,1,in-text,author-date,fr-FR,psychology|generic-base
http://www.zotero.org/styles/apa-no-ampersand,-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-no-doi-no-issue,-,-,1,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-old-doi-prefix,-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-single-spaced,-,-,0,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/apa-tr,-,-,0,in-text,author-date,tr-TR,psychology|generic-base
http://www.zotero.org/styles/apa,-,-,699,in-text,author-date,-,psychology|generic-base
http://www.zotero.org/styles/applied-spectroscopy-reviews,0570-4928,1520-569X,0,in-text,numeric,en-GB,science
http://www.zotero.org/styles/applied-spectroscopy,0003-7028,1943-3530,0,in-text,numeric,en-US,chemistry|science
http://www.zotero.org/styles/aquatic-conservation,1052-7613,1099-0755,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/aquatic-invasions,-,1818-5487,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/aquatic-living-resources,0990-7440,1765-2952,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/arachne,1613-2688,-,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/arachnology,2050-9928,2050-9936,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/archaeometry,-,1475-4754,0,in-text,author-date,en-US,
http://www.zotero.org/styles/archeologie-medievale,0153-9337,-,0,note,note,fr-FR,history|anthropology
http://www.zotero.org/styles/archeologies-et-sciences-de-lantiquite,-,-,0,note,note,fr-FR,humanities
http://www.zotero.org/styles/archiv-fur-die-civilistische-praxis,0003-8997,1868-7113,0,note,note,de-DE,law
http://www.zotero.org/styles/archiv-fur-geschichte-der-philosophie,0003-9101,1613-0650,0,in-text,author-date,en-US,philosophy
http://www.zotero.org/styles/archives-of-physical-medicine-and-rehabilitation,0003-9993,1532-821X,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/archivos-de-la-sociedad-espanola-de-oftalmologia,0365-6691,1989-7286,0,in-text,numeric,es-ES,medicine
http://www.zotero.org/styles/archivum-latinitatis-medii-aevi,0994-8090,-,0,note,note,fr-FR,
http://www.zotero.org/styles/arctic-antarctic-and-alpine-research,1523-0430,0003-0031,0,in-text,author-date,en-GB,geology
http://www.zotero.org/styles/art-history,0141-6790,1467-8365,0,note,note,en-US,history
http://www.zotero.org/styles/artery-research,1872-9312,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/arthritis-and-rheumatism,0004-3591,1529-0131,1,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/arzneimitteltherapie,0723-6913,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/asa-cssa-sssa,-,-,5,in-text,author-date,en-US,biology
http://www.zotero.org/styles/asaio-journal,1058-2916,1538-943X,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/asia-and-the-pacific-policy-studies,-,2050-2680,0,in-text,author-date,en-US,social_science
http://www.zotero.org/styles/asian-studies-review,1035-7823,1467-8403,0,in-text,author-date,en-GB,social_science
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-eceme,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ipea,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-note,-,-,0,note,note,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufjf,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufmg-face-full,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufmg-face-initials,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufpr,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufrgs,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-ufs,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas-usp-fmvz,-,-,0,in-text,author-date,pt-BR,medicine
http://www.zotero.org/styles/associacao-brasileira-de-normas-tecnicas,-,-,0,in-text,author-date,pt-BR,generic-base
http://www.zotero.org/styles/associacao-nacional-de-pesquisa-e-ensino-em-transportes,-,-,0,in-text,author-date,pt-BR,
http://www.zotero.org/styles/association-de-science-regionale-de-langue-francaise,-,-,0,in-text,author-date,fr-FR,social_science|geography
http://www.zotero.org/styles/association-for-computational-linguistics,-,-,0,in-text,author-date,en-US,engineering|linguistics
http://www.zotero.org/styles/association-for-computing-machinery,-,-,41,in-text,author-date,en-US,engineering
http://www.zotero.org/styles/atencion-primaria,0212-6567,1578-1275,0,in-text,numeric,es-ES,medicine
http://www.zotero.org/styles/ausonius-editions,-,-,0,note,note,fr-FR,history
http://www.zotero.org/styles/austral-ecology,1442-9985,1442-9993,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/australian-critical-care,1036-7314,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/australian-guide-to-legal-citation,-,-,0,note,note,en-GB,law
http://www.zotero.org/styles/australian-historical-studies,1031-461X,1940-5049,0,note,note,en-GB,
http://www.zotero.org/styles/australian-journal-of-earth-sciences,0812-0099,1440-0952,0,in-text,author-date,en-GB,geology
http://www.zotero.org/styles/australian-journal-of-grape-and-wine-research,1322-7130,1755-0238,0,in-text,author-date,en-US,chemistry
http://www.zotero.org/styles/australian-veterinary-journal,0005-0423,1751-0813,0,in-text,numeric,en-US,medicine|zoology
http://www.zotero.org/styles/austrian-legal,-,-,0,note,note,de-AT,law
http://www.zotero.org/styles/avian-conservation-and-ecology,-,1712-6568,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/avian-diseases,0005-2086,1938-4351,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/avian-pathology,0307-9457,1465-3338,0,in-text,author-date,en-US,zoology|medicine
http://www.zotero.org/styles/aviation-space-and-environmental-medicine,0095-6562,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/babes-bolyai-university-faculty-of-orthodox-theology,-,-,0,note,note,ro-RO,theology
http://www.zotero.org/styles/beltz-padagogik,-,-,0,in-text,author-date,de-DE,humanities
http://www.zotero.org/styles/bibtex,-,-,0,in-text,author-date,en-US,generic-base
http://www.zotero.org/styles/bioarchaeology-international,2472-8349,2472-8357,0,in-text,author-date,en-US,anthropology
http://www.zotero.org/styles/bioarchaeology-of-the-near-east,1898-9403,1899-962X,0,in-text,author-date,en-US,anthropology
http://www.zotero.org/styles/biochemical-journal,0264-6021,1470-8728,0,in-text,numeric,en-US,biology|chemistry
http://www.zotero.org/styles/biochemical-society-transactions,0300-5127,1470-8752,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/biochemistry-and-molecular-biology-education,1470-8175,1539-3429,0,in-text,numeric,en-GB,biology
http://www.zotero.org/styles/biochemistry,0006-2960,1520-4995,5,in-text,numeric,en-US,biology
http://www.zotero.org/styles/biochimica-et-biophysica-acta,-,-,0,in-text,numeric,en-US,medicine|biology|chemistry
http://www.zotero.org/styles/bioelectromagnetics,0197-8462,1521-186X,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/bioessays,0265-9247,1521-1878,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/bioinformatics,1367-4803,1460-2059,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/biologia,0006-3088,1336-9563,0,in-text,author-date,en-US,biology|botany|zoology
http://www.zotero.org/styles/biological-and-pharmaceutical-bulletin,0918-6158,1347-5215,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/biological-journal-of-the-linnean-society,0024-4066,1095-8312,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/biological-psychiatry,0006-3223,1873-2402,0,in-text,author-date,en-US,psychology|medicine
http://www.zotero.org/styles/biological-reviews,1464-7931,1469-185X,0,in-text,author-date,en-GB,biology|zoology|botany
http://www.zotero.org/styles/biology-of-reproduction,0006-3363,1529-7268,0,in-text,numeric,en-GB,medicine
http://www.zotero.org/styles/biomed-central,-,-,0,in-text,numeric,en-US,medicine|biology
http://www.zotero.org/styles/biomed-research-international,-,-,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/biometrics,0006-341X,1541-0420,0,in-text,author-date,en-US,social_science
http://www.zotero.org/styles/bioorganic-and-medicinal-chemistry-letters,0960-894X,1464-3405,0,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/biophysical-journal,0006-3495,1542-0086,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/biopolymers,0006-3525,1097-0282,0,in-text,numeric,en-US,chemistry
http://www.zotero.org/styles/bioresources,1930-2126,-,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/biosocieties,1745-8552,1745-8560,0,in-text,author-date,en-US,political_science
http://www.zotero.org/styles/biotechniques,0736-6205,1940-9818,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/biotechnology-and-bioengineering,0006-3592,1097-0290,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/biotropica,0006-3606,1744-7429,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/biuletyn-polskiego-towarzystwa-jezykoznawczego,0032-3802,-,0,in-text,author-date,pl-PL,linguistics
http://www.zotero.org/styles/blood,0006-4971,1528-0020,0,in-text,numeric,en-US,biology|medicine
http://www.zotero.org/styles/bluebook-inline,-,-,0,in-text,author-date,en-US,law
http://www.zotero.org/styles/bluebook-law-review,-,-,0,note,note,en-US,law
http://www.zotero.org/styles/bluebook2,-,-,0,note,note,en-US,law
http://www.zotero.org/styles/bmj,0959-8138,1756-1833,44,in-text,numeric,en-GB,medicine
http://www.zotero.org/styles/body-and-society,1357-034X,1460-3632,0,in-text,author-date,en-GB,humanities|social_science
http://www.zotero.org/styles/boreal-environment-research,1239-6095,1797-2469,0,in-text,author-date,en-GB,biology
http://www.zotero.org/styles/brain,0006-8950,1460-2156,0,in-text,author-date,en-GB,medicine
http://www.zotero.org/styles/brazilian-journal-of-infectious-diseases,1413-8670,1678-4391,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/briefings-in-bioinformatics,1467-5463,1477-4054,0,in-text,numeric,en-GB,
http://www.zotero.org/styles/british-ecological-society,-,-,3,in-text,author-date,en-US,biology
http://www.zotero.org/styles/british-journal-of-anaesthesia,0007-0912,1471-6771,0,in-text,numeric,en-GB,medicine
http://www.zotero.org/styles/british-journal-of-cancer,0007-0920,1532-1827,0,in-text,author-date,en-GB,medicine
http://www.zotero.org/styles/british-journal-of-dermatology,0007-0963,1365-2133,0,in-text,numeric,en-GB,medicine
http://www.zotero.org/styles/british-journal-of-haematology,0007-1048,1365-2141,0,in-text,author-date,en-GB,medicine
http://www.zotero.org/styles/british-journal-of-industrial-relations,0007-1080,1467-8543,0,in-text,author-date,en-GB,social_science
http://www.zotero.org/styles/british-journal-of-pharmacology,0007-1188,1476-5381,0,in-text,author-date,en-GB,biology|medicine
http://www.zotero.org/styles/british-journal-of-political-science,0007-1234,1469-2112,0,note,note,en-GB,social_science
http://www.zotero.org/styles/british-journal-of-surgery,0007-1323,-,0,in-text,numeric,en-GB,medicine
http://www.zotero.org/styles/budownictwo-i-architektura-pl,1899-0665,-,1,in-text,numeric,pl-PL,engineering
http://www.zotero.org/styles/building-structure,1002-848X,-,0,in-text,numeric,zh-CN,engineering|science
http://www.zotero.org/styles/bulletin-de-la-societe-entomologique-de-france,0037-928X,-,0,in-text,author-date,fr-FR,zoology|biology
http://www.zotero.org/styles/bulletin-de-la-societe-prehistorique-francaise,0037-9514,1760-7361,0,in-text,author-date,fr-FR,anthropology
http://www.zotero.org/styles/bulletin-of-faculty-of-pharmacy-cairo-university,1110-0931,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/bulletin-of-marine-science,0007-4977,1553-6955,0,in-text,author-date,en-US,biology|zoology|botany
http://www.zotero.org/styles/byzantina-symmeikta,1791-4884,-,0,in-text,numeric,-,history
http://www.zotero.org/styles/cahiers-d-ethnomusicologie,1662-372X,2235-7688,0,in-text,author-date,fr-FR,humanities
http://www.zotero.org/styles/cahiers-du-centre-gustave-glotz,1016-9008,-,0,note,note,fr-FR,history|humanities
http://www.zotero.org/styles/california-agriculture,0008-0845,2160-8091,0,in-text,author-date,en-US,science
http://www.zotero.org/styles/campus-adventiste-du-saleve-faculte-adventiste-de-theologie,-,-,0,note,note,fr-FR,theology|humanities
http://www.zotero.org/styles/canadian-geotechnical-journal,0008-3674,1208-6010,1,in-text,author-date,en-US,geology
http://www.zotero.org/styles/canadian-journal-of-dietetic-practice-and-research,1486-3847,-,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/canadian-journal-of-earth-sciences,0008-4077,1480-3313,0,in-text,author-date,en-US,science
http://www.zotero.org/styles/canadian-journal-of-economics,0008-4085,1540-5982,0,in-text,author-date,-,social_science
http://www.zotero.org/styles/canadian-journal-of-fisheries-and-aquatic-sciences,0706-652X,1205-7533,9,in-text,author-date,en-US,biology
http://www.zotero.org/styles/canadian-journal-of-physics,0008-4204,1208-6045,0,in-text,numeric,en-US,physics
http://www.zotero.org/styles/canadian-journal-of-public-health,0008-4263,1920-7476,0,in-text,numeric,-,medicine
http://www.zotero.org/styles/canadian-journal-of-soil-science,0008-4271,1918-1841,3,in-text,author-date,en-US,biology
http://www.zotero.org/styles/canadian-public-policy,0317-0861,-,0,in-text,author-date,en-US,social_science
http://www.zotero.org/styles/carcinogenesis,0143-3334,1460-2180,0,in-text,numeric,en-US,biology|medicine
http://www.zotero.org/styles/cardiocore,1889-898X,-,0,in-text,numeric,es-ES,medicine
http://www.zotero.org/styles/catholic-biblical-association,-,-,1,note,note,en-US,theology
http://www.zotero.org/styles/cell-numeric,-,-,1,in-text,numeric,en-US,biology
http://www.zotero.org/styles/cell-research,1001-0602,1748-7838,0,in-text,numeric,en-US,medicine
http://www.zotero.org/styles/cell-transplantation,0963-6897,1555-3892,0,in-text,numeric,en-US,biology|medicine
http://www.zotero.org/styles/cell,0092-8674,1097-4172,13,in-text,author-date,en-US,biology
http://www.zotero.org/styles/cellular-and-molecular-bioengineering,1865-5025,1865-5033,0,in-text,numeric,en-US,biology
http://www.zotero.org/styles/cellular-reprogramming,2152-4971,2152-4998,0,in-text,author-date,en-US,biology
http://www.zotero.org/styles/centaurus,0008-8994,1600-0498,0,in-text,author-date,en-US,science|history
http://www.zotero.org/styles/centre-de-recherche-sur-les-civilisations-de-l-asie-orientale,-,-,0,note,note,fr-FR,social_science
http://www.zotero.org/styles/cerebral-cortex,1047-3211,1460-2199,0,in-text,author-date,en-US,biology
